HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed,TimeOfDay,TimeOfYear
080,7,090,6,0.815972222222222,0.703605403348554
070,6,080,7,0.829861111111111,0.703643455098935
080,7,070,6,0.84375,0.703681506849315
080,6,080,7,0.857638888888889,0.703719558599696
080,6,080,6,0.871527777777778,0.703757610350076
090,8,080,6,0.885416666666667,0.703795662100457
100,7,090,8,0.899305555555556,0.703833713850837
100,6,100,7,0.913194444444444,0.703871765601218
090,5,100,6,0.927083333333333,0.703909817351598
080,5,090,5,0.940972222222222,0.703947869101979
080,3,080,5,0.954861111111111,0.703985920852359
100,5,080,3,0.96875,0.70402397260274
110,6,100,5,0.982638888888889,0.70406202435312
120,3,110,6,0.996527777777778,0.704100076103501
100,5,120,3,0.0104166666666667,0.704138127853881
120,6,100,5,0.0243055555555556,0.704176179604262
120,7,120,6,0.0381944444444444,0.704214231354642
110,7,120,7,0.0520833333333333,0.704252283105023
100,5,110,7,0.0659722222222222,0.704290334855403
120,5,100,5,0.0798611111111111,0.704328386605784
110,6,120,5,0.09375,0.704366438356164
120,5,110,6,0.107638888888889,0.704404490106545
130,3,120,5,0.121527777777778,0.704442541856925
130,5,130,3,0.135416666666667,0.704480593607306
120,7,130,5,0.149305555555556,0.704518645357686
130,7,120,7,0.163194444444444,0.704556697108067
130,6,130,7,0.177083333333333,0.704594748858448
110,6,130,6,0.190972222222222,0.704632800608828
140,3,110,6,0.204861111111111,0.704670852359209
000,0,140,3,0.21875,0.704708904109589
000,0,000,0,0.232638888888889,0.70474695585997
000,0,000,0,0.246527777777778,0.70478500761035
250,11,000,0,0.260416666666667,0.704823059360731
130,5,250,11,0.274305555555556,0.704861111111111
160,7,130,5,0.288194444444444,0.704899162861492
160,6,160,7,0.288888888888889,0.704901065449011
160,6,160,6,0.302083333333333,0.704937214611872
170,8,160,6,0.315972222222222,0.704975266362253
150,19,170,8,0.329861111111111,0.705013318112633
140,22,150,19,0.330555555555556,0.705015220700152
140,11,140,22,0.34375,0.705051369863014
200,16,140,11,0.357638888888889,0.705089421613394
170,10,200,16,0.371527777777778,0.705127473363775
160,9,170,10,0.385416666666667,0.705165525114155
160,7,160,9,0.399305555555556,0.705203576864536
170,9,160,7,0.413194444444444,0.705241628614916
170,11,170,9,0.427083333333333,0.705279680365297
180,10,170,11,0.440972222222222,0.705317732115677
VRB,11,180,10,0.454861111111111,0.705355783866058
190,13,VRB,11,0.46875,0.705393835616438
200,13,190,13,0.482638888888889,0.705431887366819
190,8,200,13,0.496527777777778,0.705469939117199
170,7,190,8,0.510416666666667,0.70550799086758
180,8,170,7,0.524305555555556,0.70554604261796
180,10,180,8,0.538194444444444,0.705584094368341
160,6,180,10,0.552083333333333,0.705622146118721
160,9,160,6,0.565972222222222,0.705660197869102
160,9,160,9,0.579861111111111,0.705698249619482
170,9,160,9,0.59375,0.705736301369863
180,11,170,9,0.607638888888889,0.705774353120244
170,10,180,11,0.621527777777778,0.705812404870624
180,13,170,10,0.635416666666667,0.705850456621005
190,16,180,13,0.649305555555556,0.705888508371385
180,10,190,16,0.663194444444444,0.705926560121766
170,9,180,10,0.677083333333333,0.705964611872146
170,9,170,9,0.690972222222222,0.706002663622527
170,8,170,9,0.704861111111111,0.706040715372907
170,8,170,8,0.71875,0.706078767123288
170,7,170,8,0.732638888888889,0.706116818873668
170,7,170,7,0.746527777777778,0.706154870624049
150,3,170,7,0.760416666666667,0.706192922374429
160,9,150,3,0.774305555555556,0.70623097412481
220,9,160,9,0.788194444444444,0.70626902587519
210,7,220,9,0.788888888888889,0.706270928462709
000,0,210,7,0.802083333333333,0.706307077625571
140,6,000,0,0.815972222222222,0.706345129375951
010,5,140,6,0.829861111111111,0.706383181126332
010,5,010,5,0.830555555555556,0.706385083713851
110,6,010,5,0.84375,0.706421232876712
110,3,110,6,0.857638888888889,0.706459284627093
130,5,110,3,0.871527777777778,0.706497336377473
140,3,130,5,0.885416666666667,0.706535388127854
340,23,140,3,0.899305555555556,0.706573439878234
010,11,340,23,0.913194444444444,0.706611491628615
020,10,010,11,0.913888888888889,0.706613394216134
030,10,020,10,0.927083333333333,0.706649543378995
060,13,030,10,0.940972222222222,0.706687595129376
050,11,060,13,0.954861111111111,0.706725646879756
060,11,050,11,0.955555555555556,0.706727549467275
070,13,060,11,0.96875,0.706763698630137
070,10,070,13,0.982638888888889,0.706801750380518
070,7,070,10,0.996527777777778,0.706839802130898
060,7,070,7,0.997222222222222,0.706841704718417
,,060,7,0.999305555555556,0.706847412480974
340,8,,,0.0104166666666667,0.706877853881279
330,9,340,8,0.0243055555555556,0.706915905631659
340,11,330,9,0.0381944444444444,0.70695395738204
320,9,340,11,0.0520833333333333,0.70699200913242
320,10,320,9,0.0659722222222222,0.707030060882801
330,16,320,10,0.0798611111111111,0.707068112633181
340,14,330,16,0.0805555555555556,0.7070700152207
330,17,340,14,0.09375,0.707106164383562
340,11,330,17,0.107638888888889,0.707144216133942
340,14,340,11,0.121527777777778,0.707182267884323
350,15,340,14,0.135416666666667,0.707220319634703
350,14,350,15,0.149305555555556,0.707258371385084
350,9,350,14,0.163194444444444,0.707296423135464
330,15,350,9,0.177083333333333,0.707334474885845
340,17,330,15,0.190972222222222,0.707372526636225
330,13,340,17,0.204861111111111,0.707410578386606
340,13,330,13,0.21875,0.707448630136986
350,10,340,13,0.232638888888889,0.707486681887367
340,10,350,10,0.246527777777778,0.707524733637747
340,10,340,10,0.260416666666667,0.707562785388128
340,13,340,10,0.274305555555556,0.707600837138508
340,13,340,13,0.288194444444444,0.707638888888889
360,8,340,13,0.302083333333333,0.707676940639269
350,8,360,8,0.315972222222222,0.70771499238965
340,8,350,8,0.329861111111111,0.70775304414003
320,10,340,8,0.34375,0.707791095890411
320,9,320,10,0.357638888888889,0.707829147640792
VRB,8,320,9,0.371527777777778,0.707867199391172
340,9,VRB,8,0.385416666666667,0.707905251141553
VRB,8,340,9,0.399305555555556,0.707943302891933
330,6,VRB,8,0.413194444444444,0.707981354642314
310,9,330,6,0.427083333333333,0.708019406392694
340,8,310,9,0.440972222222222,0.708057458143075
360,6,340,8,0.454861111111111,0.708095509893455
330,7,360,6,0.46875,0.708133561643836
340,8,330,7,0.482638888888889,0.708171613394216
310,10,340,8,0.496527777777778,0.708209665144597
330,6,310,10,0.510416666666667,0.708247716894977
320,9,330,6,0.524305555555556,0.708285768645358
310,6,320,9,0.538194444444444,0.708323820395738
000,0,310,6,0.552083333333333,0.708361872146119
310,7,000,0,0.565972222222222,0.708399923896499
320,3,310,7,0.579861111111111,0.70843797564688
290,5,320,3,0.59375,0.70847602739726
,,290,5,0.607638888888889,0.708514079147641
300,5,,,0.621527777777778,0.708552130898021
270,6,300,5,0.635416666666667,0.708590182648402
270,7,270,6,0.649305555555556,0.708628234398782
250,3,270,7,0.663194444444444,0.708666286149163
310,3,250,3,0.677083333333333,0.708704337899543
310,5,310,3,0.690972222222222,0.708742389649924
000,0,310,5,0.704861111111111,0.708780441400304
000,0,000,0,0.71875,0.708818493150685
320,3,000,0,0.732638888888889,0.708856544901065
300,5,320,3,0.745833333333333,0.708892694063927
310,3,300,5,0.760416666666667,0.708932648401826
000,0,310,3,0.774305555555556,0.708970700152207
000,0,000,0,0.788194444444444,0.709008751902587
000,0,000,0,0.802083333333333,0.709046803652968
000,0,000,0,0.815972222222222,0.709084855403349
200,3,000,0,0.829861111111111,0.709122907153729
000,0,200,3,0.84375,0.70916095890411
000,0,000,0,0.854861111111111,0.709191400304414
190,5,000,0,0.871527777777778,0.709237062404871
210,0,190,5,0.885416666666667,0.709275114155251
200,7,210,0,0.899305555555556,0.709313165905632
210,7,200,7,0.913194444444444,0.709351217656012
200,8,210,7,0.927083333333333,0.709389269406393
210,8,200,8,0.940972222222222,0.709427321156773
210,8,210,8,0.954861111111111,0.709465372907154
200,6,210,8,0.96875,0.709503424657534
180,3,200,6,0.982638888888889,0.709541476407915
180,3,180,3,0.996527777777778,0.709579528158295
,,180,3,0.999305555555556,0.709587138508371
180,3,,,0.0104166666666667,0.709617579908676
000,0,180,3,0.0243055555555556,0.709655631659056
160,3,000,0,0.0381944444444444,0.709693683409437
170,5,160,3,0.0520833333333333,0.709731735159817
180,5,170,5,0.0659722222222222,0.709769786910198
180,3,180,5,0.0798611111111111,0.709807838660578
170,5,180,3,0.09375,0.709845890410959
180,6,170,5,0.107638888888889,0.709883942161339
170,6,180,6,0.121527777777778,0.70992199391172
170,6,170,6,0.135416666666667,0.7099600456621
190,8,170,6,0.149305555555556,0.709998097412481
180,7,190,8,0.163194444444444,0.710036149162862
180,6,180,7,0.176388888888889,0.710072298325723
190,7,180,6,0.190972222222222,0.710112252663623
180,6,190,7,0.204861111111111,0.710150304414003
190,7,180,6,0.218055555555556,0.710186453576864
180,7,190,7,0.232638888888889,0.710226407914764
190,7,180,7,0.246527777777778,0.710264459665145
190,6,190,7,0.260416666666667,0.710302511415525
180,7,190,6,0.270138888888889,0.710329147640791
190,7,180,7,0.288194444444444,0.710378614916286
190,10,190,7,0.301388888888889,0.710414764079148
180,8,190,10,0.315972222222222,0.710454718417047
VRB,8,180,8,0.329861111111111,0.710492770167428
200,7,VRB,8,0.34375,0.710530821917808
190,9,200,7,0.357638888888889,0.710568873668189
200,10,190,9,0.371527777777778,0.710606925418569
210,9,200,10,0.385416666666667,0.71064497716895
210,9,210,9,0.399305555555556,0.71068302891933
210,8,210,9,0.413194444444444,0.710721080669711
210,11,210,8,0.427083333333333,0.710759132420091
230,9,210,11,0.440972222222222,0.710797184170472
230,6,230,9,0.454861111111111,0.710835235920852
230,8,230,6,0.46875,0.710873287671233
260,9,230,8,0.482638888888889,0.710911339421613
240,8,260,9,0.496527777777778,0.710949391171994
250,6,240,8,0.510416666666667,0.710987442922374
260,6,250,6,0.524305555555556,0.711025494672755
270,5,260,6,0.538194444444444,0.711063546423136
260,7,270,5,0.552083333333333,0.711101598173516
300,8,260,7,0.565972222222222,0.711139649923896
270,5,300,8,0.579861111111111,0.711177701674277
230,3,270,5,0.59375,0.711215753424657
290,3,230,3,0.607638888888889,0.711253805175038
280,7,290,3,0.621527777777778,0.711291856925419
300,6,280,7,0.635416666666667,0.711329908675799
300,7,300,6,0.649305555555556,0.71136796042618
300,3,300,7,0.663194444444444,0.71140601217656
290,7,300,3,0.677083333333333,0.711444063926941
320,9,290,7,0.690972222222222,0.711482115677321
320,8,320,9,0.704861111111111,0.711520167427702
320,8,320,8,0.71875,0.711558219178082
330,11,320,8,0.732638888888889,0.711596270928463
350,7,330,11,0.746527777777778,0.711634322678843
350,5,350,7,0.760416666666667,0.711672374429224
350,3,350,5,0.774305555555556,0.711710426179604
000,0,350,3,0.788194444444444,0.711748477929985
330,6,000,0,0.802083333333333,0.711786529680365
330,7,330,6,0.815972222222222,0.711824581430746
340,7,330,7,0.829861111111111,0.711862633181126
000,0,340,7,0.84375,0.711900684931507
330,3,000,0,0.857638888888889,0.711938736681887
320,3,330,3,0.871527777777778,0.711976788432268
000,0,320,3,0.885416666666667,0.712014840182648
000,0,000,0,0.899305555555556,0.712052891933029
000,0,000,0,0.913194444444444,0.712090943683409
000,0,000,0,0.927083333333333,0.71212899543379
000,0,000,0,0.940972222222222,0.71216704718417
340,3,000,0,0.954861111111111,0.712205098934551
320,5,340,3,0.96875,0.712243150684931
320,6,320,5,0.982638888888889,0.712281202435312
320,6,320,6,0.996527777777778,0.712319254185693
,,320,6,0.999305555555556,0.712326864535769
340,9,,,0.0104166666666667,0.712357305936073
350,10,340,9,0.0243055555555556,0.712395357686454
350,6,350,10,0.0381944444444444,0.712433409436834
350,6,350,6,0.0520833333333333,0.712471461187215
350,7,350,6,0.0659722222222222,0.712509512937595
350,7,350,7,0.0798611111111111,0.712547564687976
330,7,350,7,0.09375,0.712585616438356
350,8,330,7,0.107638888888889,0.712623668188737
350,8,350,8,0.121527777777778,0.712661719939117
360,8,350,8,0.135416666666667,0.712699771689498
350,9,360,8,0.149305555555556,0.712737823439878
350,8,350,9,0.163194444444444,0.712775875190259
350,9,350,8,0.177083333333333,0.712813926940639
350,11,350,9,0.190972222222222,0.71285197869102
350,10,350,11,0.204861111111111,0.7128900304414
350,6,350,10,0.21875,0.712928082191781
350,7,350,6,0.232638888888889,0.712966133942161
350,6,350,7,0.246527777777778,0.713004185692542
350,7,350,6,0.260416666666667,0.713042237442922
010,8,350,7,0.274305555555556,0.713080289193303
360,7,010,8,0.288194444444444,0.713118340943683
020,8,360,7,0.302083333333333,0.713156392694064
010,7,020,8,0.315972222222222,0.713194444444444
020,9,010,7,0.329861111111111,0.713232496194825
010,8,020,9,0.34375,0.713270547945206
360,7,010,8,0.357638888888889,0.713308599695586
360,9,360,7,0.371527777777778,0.713346651445967
020,11,360,9,0.385416666666667,0.713384703196347
020,10,020,11,0.399305555555556,0.713422754946728
030,9,020,10,0.413194444444444,0.713460806697108
020,7,030,9,0.427083333333333,0.713498858447489
030,7,020,7,0.440972222222222,0.713536910197869
040,8,030,7,0.454861111111111,0.71357496194825
040,7,040,8,0.46875,0.71361301369863
020,6,040,7,0.482638888888889,0.713651065449011
020,8,020,6,0.496527777777778,0.713689117199391
VRB,8,020,8,0.510416666666667,0.713727168949772
020,9,VRB,8,0.524305555555556,0.713765220700152
360,8,020,9,0.538194444444444,0.713803272450533
360,3,360,8,0.552083333333333,0.713841324200913
360,7,360,3,0.565972222222222,0.713879375951294
010,5,360,7,0.579861111111111,0.713917427701674
340,7,010,5,0.59375,0.713955479452055
030,5,340,7,0.607638888888889,0.713993531202435
000,0,030,5,0.621527777777778,0.714031582952816
040,3,000,0,0.635416666666667,0.714069634703196
010,3,040,3,0.649305555555556,0.714107686453577
360,3,010,3,0.663194444444444,0.714145738203957
000,0,360,3,0.677083333333333,0.714183789954338
350,5,000,0,0.690972222222222,0.714221841704718
330,5,350,5,0.704861111111111,0.714259893455099
000,0,330,5,0.71875,0.714297945205479
330,5,000,0,0.732638888888889,0.71433599695586
330,5,330,5,0.746527777777778,0.71437404870624
000,0,330,5,0.760416666666667,0.714412100456621
000,0,000,0,0.774305555555556,0.714450152207001
000,0,000,0,0.788194444444444,0.714488203957382
000,0,000,0,0.802083333333333,0.714526255707763
000,0,000,0,0.815972222222222,0.714564307458143
000,0,000,0,0.829861111111111,0.714602359208524
340,3,000,0,0.84375,0.714640410958904
350,6,340,3,0.857638888888889,0.714678462709285
000,0,350,6,0.871527777777778,0.714716514459665
000,0,000,0,0.885416666666667,0.714754566210046
000,0,000,0,0.899305555555556,0.714792617960426
000,0,000,0,0.913194444444444,0.714830669710807
000,0,000,0,0.927083333333333,0.714868721461187
000,0,000,0,0.940972222222222,0.714906773211568
000,0,000,0,0.954861111111111,0.714944824961948
000,0,000,0,0.96875,0.714982876712329
000,0,000,0,0.982638888888889,0.715020928462709
000,0,000,0,0.996527777777778,0.71505898021309
,,000,0,0.999305555555556,0.715066590563166
000,0,,,0.0104166666666667,0.71509703196347
000,0,000,0,0.0243055555555556,0.715135083713851
000,0,000,0,0.0381944444444444,0.715173135464231
000,0,000,0,0.0520833333333333,0.715211187214612
000,0,000,0,0.0659722222222222,0.715249238964992
020,3,000,0,0.0798611111111111,0.715287290715373
010,5,020,3,0.09375,0.715325342465753
000,0,010,5,0.107638888888889,0.715363394216134
000,0,000,0,0.121527777777778,0.715401445966514
030,5,000,0,0.135416666666667,0.715439497716895
030,3,030,5,0.149305555555556,0.715477549467275
050,5,030,3,0.163194444444444,0.715515601217656
050,3,050,5,0.177083333333333,0.715553652968037
050,3,050,3,0.190972222222222,0.715591704718417
000,0,050,3,0.204861111111111,0.715629756468798
000,0,000,0,0.21875,0.715667808219178
000,0,000,0,0.232638888888889,0.715705859969559
000,0,000,0,0.246527777777778,0.715743911719939
070,5,000,0,0.260416666666667,0.71578196347032
070,5,070,5,0.274305555555556,0.7158200152207
070,5,070,5,0.288194444444444,0.715858066971081
060,3,070,5,0.302083333333333,0.715896118721461
060,5,060,3,0.315972222222222,0.715934170471842
080,6,060,5,0.329861111111111,0.715972222222222
080,7,080,6,0.34375,0.716010273972603
080,5,080,7,0.357638888888889,0.716048325722983
080,5,080,5,0.371527777777778,0.716086377473364
080,6,080,5,0.385416666666667,0.716124429223744
070,8,080,6,0.399305555555556,0.716162480974125
060,8,070,8,0.413194444444444,0.716200532724505
070,7,060,8,0.427083333333333,0.716238584474886
070,9,070,7,0.440972222222222,0.716276636225266
070,9,070,9,0.454861111111111,0.716314687975647
090,8,070,9,0.46875,0.716352739726027
090,7,090,8,0.482638888888889,0.716390791476408
090,7,090,7,0.496527777777778,0.716428843226788
070,10,090,7,0.510416666666667,0.716466894977169
060,7,070,10,0.524305555555556,0.716504946727549
070,8,060,7,0.538194444444444,0.71654299847793
090,7,070,8,0.552083333333333,0.716581050228311
060,6,090,7,0.565972222222222,0.716619101978691
070,7,060,6,0.579861111111111,0.716657153729072
070,9,070,7,0.59375,0.716695205479452
080,6,070,9,0.607638888888889,0.716733257229833
070,6,080,6,0.621527777777778,0.716771308980213
060,8,070,6,0.635416666666667,0.716809360730594
080,8,060,8,0.649305555555556,0.716847412480974
090,8,080,8,0.663194444444444,0.716885464231355
080,7,090,8,0.677083333333333,0.716923515981735
080,9,080,7,0.690972222222222,0.716961567732116
090,9,080,9,0.704861111111111,0.716999619482496
080,10,090,9,0.71875,0.717037671232877
080,7,080,10,0.732638888888889,0.717075722983257
080,7,080,7,0.746527777777778,0.717113774733638
090,6,080,7,0.760416666666667,0.717151826484018
100,7,090,6,0.774305555555556,0.717189878234399
100,7,100,7,0.788194444444444,0.717227929984779
100,6,100,7,0.802083333333333,0.71726598173516
100,6,100,6,0.815972222222222,0.71730403348554
100,5,100,6,0.829861111111111,0.717342085235921
100,5,100,5,0.84375,0.717380136986301
100,6,100,5,0.857638888888889,0.717418188736682
100,5,100,6,0.871527777777778,0.717456240487062
110,6,100,5,0.885416666666667,0.717494292237443
100,7,110,6,0.899305555555556,0.717532343987823
090,7,100,7,0.913194444444444,0.717570395738204
110,5,090,7,0.927083333333333,0.717608447488584
120,7,110,5,0.940972222222222,0.717646499238965
120,8,120,7,0.954861111111111,0.717684550989345
120,7,120,8,0.96875,0.717722602739726
120,7,120,7,0.982638888888889,0.717760654490107
130,10,120,7,0.996527777777778,0.717798706240487
,,130,10,0.999305555555556,0.717806316590563
130,8,,,0.0104166666666667,0.717836757990868
140,7,130,8,0.0243055555555556,0.717874809741248
130,6,140,7,0.0381944444444444,0.717912861491629
120,6,130,6,0.0520833333333333,0.717950913242009
110,7,120,6,0.0659722222222222,0.71798896499239
100,5,110,7,0.0798611111111111,0.71802701674277
100,7,100,5,0.09375,0.718065068493151
110,8,100,7,0.107638888888889,0.718103120243531
110,5,110,8,0.121527777777778,0.718141171993912
120,8,110,5,0.135416666666667,0.718179223744292
120,8,120,8,0.149305555555556,0.718217275494673
120,7,120,8,0.163194444444444,0.718255327245053
120,7,120,7,0.177083333333333,0.718293378995434
130,9,120,7,0.190972222222222,0.718331430745814
130,8,130,9,0.204861111111111,0.718369482496195
130,9,130,8,0.21875,0.718407534246575
130,8,130,9,0.232638888888889,0.718445585996956
120,7,130,8,0.246527777777778,0.718483637747336
120,7,120,7,0.260416666666667,0.718521689497717
120,8,120,7,0.274305555555556,0.718559741248097
130,11,120,8,0.288194444444444,0.718597792998478
130,8,130,11,0.302083333333333,0.718635844748858
130,8,130,8,0.315972222222222,0.718673896499239
140,8,130,8,0.329861111111111,0.718711948249619
140,11,140,8,0.34375,0.71875
150,8,140,11,0.357638888888889,0.718788051750381
140,8,150,8,0.371527777777778,0.718826103500761
140,8,140,8,0.385416666666667,0.718864155251142
150,8,140,8,0.399305555555556,0.718902207001522
140,9,150,8,0.413194444444444,0.718940258751903
VRB,8,140,9,0.427083333333333,0.718978310502283
150,8,VRB,8,0.440972222222222,0.719016362252664
VRB,9,150,8,0.454861111111111,0.719054414003044
VRB,8,VRB,9,0.46875,0.719092465753425
160,8,VRB,8,0.482638888888889,0.719130517503805
160,8,160,8,0.496527777777778,0.719168569254186
170,8,160,8,0.510416666666667,0.719206621004566
180,11,170,8,0.524305555555556,0.719244672754947
180,15,180,11,0.538194444444444,0.719282724505327
180,16,180,15,0.552083333333333,0.719320776255708
180,17,180,16,0.565972222222222,0.719358828006088
190,20,180,17,0.579861111111111,0.719396879756469
170,14,190,20,0.59375,0.719434931506849
180,20,170,14,0.607638888888889,0.71947298325723
190,21,180,20,0.621527777777778,0.71951103500761
180,20,190,21,0.635416666666667,0.719549086757991
190,20,180,20,0.649305555555556,0.719587138508371
190,16,190,20,0.663194444444444,0.719625190258752
190,20,190,16,0.677083333333333,0.719663242009132
180,16,190,20,0.690972222222222,0.719701293759513
190,13,180,16,0.704861111111111,0.719739345509893
190,16,190,13,0.71875,0.719777397260274
180,17,190,16,0.732638888888889,0.719815449010655
180,13,180,17,0.746527777777778,0.719853500761035
180,11,180,13,0.760416666666667,0.719891552511416
180,11,180,11,0.774305555555556,0.719929604261796
180,14,180,11,0.788194444444444,0.719967656012177
180,14,180,14,0.802083333333333,0.720005707762557
180,13,180,14,0.815972222222222,0.720043759512938
180,13,180,13,0.829861111111111,0.720081811263318
190,13,180,13,0.84375,0.720119863013699
190,15,190,13,0.857638888888889,0.720157914764079
190,15,190,15,0.871527777777778,0.72019596651446
180,14,190,15,0.885416666666667,0.72023401826484
190,13,180,14,0.899305555555556,0.720272070015221
190,11,190,13,0.913194444444444,0.720310121765601
180,13,190,11,0.927083333333333,0.720348173515982
180,13,180,13,0.940972222222222,0.720386225266362
190,13,180,13,0.954861111111111,0.720424277016743
190,15,190,13,0.96875,0.720462328767123
190,14,190,15,0.982638888888889,0.720500380517504
190,14,190,14,0.996527777777778,0.720538432267884
,,190,14,0.999305555555556,0.72054604261796
190,15,,,0.0104166666666667,0.720576484018265
200,15,190,15,0.0243055555555556,0.720614535768645
200,15,200,15,0.0381944444444444,0.720652587519026
200,18,200,15,0.0520833333333333,0.720690639269406
210,20,200,18,0.0659722222222222,0.720728691019787
210,15,210,20,0.0798611111111111,0.720766742770167
240,11,210,15,0.09375,0.720804794520548
250,15,240,11,0.107638888888889,0.720842846270928
270,8,250,15,0.121527777777778,0.720880898021309
270,9,270,8,0.122222222222222,0.720882800608828
270,6,270,9,0.135416666666667,0.720918949771689
260,8,270,6,0.149305555555556,0.72095700152207
250,9,260,8,0.163194444444444,0.720995053272451
240,7,250,9,0.163888888888889,0.72099695585997
260,7,240,7,0.177083333333333,0.721033105022831
300,6,260,7,0.190972222222222,0.721071156773212
250,8,300,6,0.204861111111111,0.721109208523592
250,9,250,8,0.205555555555556,0.721111111111111
170,5,250,9,0.21875,0.721147260273973
120,6,170,5,0.232638888888889,0.721185312024353
070,11,120,6,0.246527777777778,0.721223363774734
070,10,070,11,0.247222222222222,0.721225266362253
000,0,070,10,0.260416666666667,0.721261415525114
160,3,000,0,0.274305555555556,0.721299467275495
180,5,160,3,0.288194444444444,0.721337519025875
260,5,180,5,0.302083333333333,0.721375570776256
290,3,260,5,0.315972222222222,0.721413622526636
290,8,290,3,0.329861111111111,0.721451674277017
280,6,290,8,0.34375,0.721489726027397
300,8,280,6,0.357638888888889,0.721527777777778
310,5,300,8,0.371527777777778,0.721565829528158
290,5,310,5,0.385416666666667,0.721603881278539
300,6,290,5,0.399305555555556,0.721641933028919
320,9,300,6,0.413194444444444,0.7216799847793
330,5,320,9,0.427083333333333,0.72171803652968
340,5,330,5,0.440972222222222,0.721756088280061
330,8,340,5,0.454861111111111,0.721794140030441
330,9,330,8,0.46875,0.721832191780822
350,6,330,9,0.482638888888889,0.721870243531202
350,6,350,6,0.496527777777778,0.721908295281583
330,3,350,6,0.510416666666667,0.721946347031963
000,0,330,3,0.524305555555556,0.721984398782344
300,3,000,0,0.538194444444444,0.722022450532725
310,6,300,3,0.552083333333333,0.722060502283105
310,6,310,6,0.565972222222222,0.722098554033486
280,6,310,6,0.579861111111111,0.722136605783866
290,5,280,6,0.59375,0.722174657534247
300,7,290,5,0.607638888888889,0.722212709284627
310,6,300,7,0.621527777777778,0.722250761035008
300,6,310,6,0.635416666666667,0.722288812785388
300,9,300,6,0.649305555555556,0.722326864535769
330,8,300,9,0.663194444444444,0.722364916286149
330,7,330,8,0.677083333333333,0.72240296803653
340,5,330,7,0.690972222222222,0.72244101978691
350,6,340,5,0.704861111111111,0.722479071537291
340,6,350,6,0.71875,0.722517123287671
000,0,340,6,0.732638888888889,0.722555175038052
340,6,000,0,0.746527777777778,0.722593226788432
330,5,340,6,0.760416666666667,0.722631278538813
320,3,330,5,0.774305555555556,0.722669330289193
000,0,320,3,0.788194444444444,0.722707382039574
310,6,000,0,0.802083333333333,0.722745433789954
330,6,310,6,0.815972222222222,0.722783485540335
330,5,330,6,0.829861111111111,0.722821537290715
330,6,330,5,0.84375,0.722859589041096
340,6,330,6,0.857638888888889,0.722897640791476
350,3,340,6,0.871527777777778,0.722935692541857
340,6,350,3,0.885416666666667,0.722973744292237
000,0,340,6,0.899305555555556,0.723011796042618
000,0,000,0,0.913194444444444,0.723049847792999
000,0,000,0,0.927083333333333,0.723087899543379
010,3,000,0,0.940972222222222,0.72312595129376
360,3,010,3,0.954861111111111,0.72316400304414
020,5,360,3,0.96875,0.723202054794521
020,5,020,5,0.982638888888889,0.723240106544901
020,5,020,5,0.996527777777778,0.723278158295282
,,020,5,0.999305555555556,0.723285768645358
020,6,,,0.0104166666666667,0.723316210045662
050,5,020,6,0.0243055555555556,0.723354261796043
020,6,050,5,0.0381944444444444,0.723392313546423
010,6,020,6,0.0520833333333333,0.723430365296804
020,7,010,6,0.0659722222222222,0.723468417047184
030,7,020,7,0.0798611111111111,0.723506468797565
030,5,030,7,0.09375,0.723544520547945
030,6,030,5,0.107638888888889,0.723582572298326
030,3,030,6,0.121527777777778,0.723620624048706
000,0,030,3,0.135416666666667,0.723658675799087
030,5,000,0,0.149305555555556,0.723696727549467
030,5,030,5,0.163194444444444,0.723734779299848
050,6,030,5,0.177083333333333,0.723772831050228
050,6,050,6,0.190972222222222,0.723810882800609
050,7,050,6,0.204861111111111,0.723848934550989
040,7,050,7,0.21875,0.72388698630137
060,6,040,7,0.232638888888889,0.72392503805175
070,6,060,6,0.246527777777778,0.723963089802131
060,3,070,6,0.260416666666667,0.724001141552511
000,0,060,3,0.274305555555556,0.724039193302892
080,5,000,0,0.288194444444444,0.724077245053272
080,10,080,5,0.302083333333333,0.724115296803653
110,6,080,10,0.315972222222222,0.724153348554033
100,8,110,6,0.329861111111111,0.724191400304414
100,8,100,8,0.34375,0.724229452054794
110,6,100,8,0.357638888888889,0.724267503805175
110,9,110,6,0.371527777777778,0.724305555555556
100,9,110,9,0.385416666666667,0.724343607305936
120,10,100,9,0.399305555555556,0.724381659056317
120,10,120,10,0.413194444444444,0.724419710806697
120,11,120,10,0.427083333333333,0.724457762557078
120,7,120,11,0.440972222222222,0.724495814307458
120,10,120,7,0.454861111111111,0.724533866057839
130,10,120,10,0.46875,0.724571917808219
140,9,130,10,0.482638888888889,0.7246099695586
130,11,140,9,0.496527777777778,0.72464802130898
130,11,130,11,0.510416666666667,0.724686073059361
140,11,130,11,0.524305555555556,0.724724124809741
120,13,140,11,0.538194444444444,0.724762176560122
130,11,120,13,0.552083333333333,0.724800228310502
140,9,130,11,0.565972222222222,0.724838280060883
140,11,140,9,0.579861111111111,0.724876331811263
140,7,140,11,0.59375,0.724914383561644
140,8,140,7,0.607638888888889,0.724952435312024
140,10,140,8,0.621527777777778,0.724990487062405
140,9,140,10,0.635416666666667,0.725028538812785
VRB,21,140,9,0.649305555555556,0.725066590563166
050,9,VRB,21,0.663194444444444,0.725104642313546
050,9,050,9,0.663888888888889,0.725106544901065
